Company Name,size,employees_count,followers,founded,description
Eagle Mountain Mining Ltd ASX EM2,10,9,0,2017,Eagle Mountain Mining Limited ASX EM2 established in 2017 is a copper gold explored focused on the strategic exploration and development of advanced and greenfields projects in Arizona n nArizona is at the heart of America s mining industry and home to some of the world s largest copper discoveries now owned by major mining companies including BHP Rio Tinto Freeport McMoRan and Hudbay Eagle Mountain s Oracle Ridge and Silver Mountain Projects are within the Laramide Arc which hosts many of these significant copper porphyry deposits n nOracle Ridge is a high grade advanced stage underground copper gold silver project The project includes an NI43 101 resource of 11 Xmt at 1 57 Cu 17 47g t Ag and 0 18g t Au Eagle Mountain s view is that there is significant potential to expand the known resources through additional drilling along with exploration at depth to define the source of the mineralisation n nSilver Mountain is a project which has multiple small copper gold mines with copper values up to 11 and gold up to 10g t The project has not had modern exploration applied and Eagle Mountain s exploration objective is to delineate a significant resource and source of mineralisation Drilling undertaken by Eagle in 2019 resulted in our understanding that the mineralisation is due to a porphyry system and evaluation is ongoing
Eagle Nickel Limited,0,0,0,3000,Eagle Nickel Limited is a mining metals company based out of 35 TOORAK ROAD SUITE 3 South Yarra Victoria Australia
Eagle Research Advisory,0,0,0,3000,Eagle Research Advisory is a mining metals company based out of 15 Benelong Rd Cremorne Australia
Eaglemount Retirement Resort,10,0,0,3000,Eaglemount Retirement Resort is a mining metals company based out of 12Harveys Rd Beaconsfield Queensland Australia
Earth Commodities Bundaberg,0,0,7,3000,Not Provided
Earth Commodities PTY Ltd,200,16,0,3000,7 quarries throughout Queensland r nOver 2 million tonnes of product per annum r nOver 70 employees r nSales of over 35 million r nStrategic locations servicing the boom areas of Queensland Australia s boom state r nHorizontal business with no vertical integrations to service meaning that the focus is on customers
Earth Data Pty Ltd,200,12,2157,1989,Earth Data is regarded as a leading geological consultancy firm with offices in Thornton and Brisbane We are a successful energetic and expanding business Our commitment to being the first choice for top mining and coal seam gas companies in Australia has ensured our significant company growth We currently employ approximately 70 staff and have been in business for over 20 years r n r nOur clients include companies such as Xstrata AGL Eastern Star Gas Arrow Energy QGC and many more We work in a variety of locations including coal exploration within the Hunter Valley and Coal Seam Gas CSG exploration in Southeast Queensland
Earth Quarries,0,0,0,3000,We provide an all in one solution for road stabilisation and compaction specialists providing a range of services to complete first class road infrastructure Providing service to a variety of private and government entities throughout regional NSW
EarthSQL Pty Ltd,10,11,84,2019,EarthSQL offers expert database management services to the exploration and mining industry Our speciality is efficient affordable systems to solve complex data problems including customised interfaces for enhanced data visualisation Our services include n nQuest Geological Data System n Drilling and surface sample management n Automatic data loading and exports n Buffer tables to quarantine invalid data n Spatial and graphical PowerBI reports n nXtend Drilling Database n Drilling metrics and cost management n Multiple drilling contractors and multiple contracts n Importing of electronic daily drill reports n Clean coherent visualisations using PowerBI n Track budgets and track targets n nConsulting Services n Providing support for managing your existing systems n System tuning and upgrades n Improve processes and integrations n Data migrations n Data compilations n Warehousing of large datasets to improve performance
Earthmen Recruitment,10,0,271,2015,Earthmen was founded in 2015 to provide a specialist recruitment service to our clients who are based in remote locations around the world We work 24 7 like they do giving us the ability to get the job done at a much faster rate than a traditional Mon Fri operation n nEarthmen provide tailored recruitment solutions to mining companies and contractors across Australia and international projects operations Our goal is to assist employers find the best mining professionals on the market and candidates find their ideal job We understand there is a lot involved in recruiting the right people for mining projects not only do we skills match but we do a thorough interview for all shortlisted candidates to understand their career aspirations and what will suit their family n nEarthmen Recruitment are experienced to assist in the following n n Project Ramp up and Commissioning n Geology and Geosciences n Mining Engineering Consulting n Processing and Metallurgy n Health Safety Environment n Maintenance Engineering Fixed Mobile Plant n Executive Senior Level Management n nWe are Global Specialists working for mining and exploration companies in the following regions n n Australia and New Zealand n Oceana Papua New Guinea Fiji Solomon Islands New Caledonia n South East Asia Vietnam Laos Thailand Malaysia Indonesia Philippines n Asia China Mongolia India Kazakhstan n Europe n Middle East n African Continent n America s Peru Chile Brazil Dominican Republic Suriname
