ENO,DEPOSIT_NAME,SYNONYMS,STATE,LONG_GDA94,LAT_GDA94,OPERATING_STATUS,COMMODITY_PRIMARY,COMMODITY_SECONDARY,COMMODITY_NAMES,COMPANIES,GEOLOGIC_AGE,DEPOSIT_MODEL_ENVIRONMENT,DEPOSIT_MODEL_GROUP,DEPOSIT_MODEL_TYPE,PROVINCES,IGNEOUS,METALLOGENIC,SEDIMENTARY,TECTONIC
549793,Nyidinghu (FMG),,WA,119.3297,-22.7069,mineral deposit,FeOre,Fe,"Iron ore, (Iron)",Fortescue Metals Group Limited,,Basin chemical,Iron formation,Superior-type banded iron formation,Pilbara Craton,Warakurna Large Igneous Province,,"Fortescue Basin,Hamersley Basin","Pilbara Craton,West Australian Element"
549801,Buckland-Bungaroo South,,WA,116.5612,-22.0146,mineral deposit,Fe,,Iron,"Mineral Resources, BC Iron Ltd",,,,,Pilbara Craton,Warakurna Large Igneous Province,,"Fortescue Basin,Hamersley Basin","Pilbara Craton,West Australian Element"
550198,Abel,,NSW,151.6211,-32.8184,care and maintenance,Cbl,,Coal - black,Yancoal Australia Limited,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element"
550517,Unicorn,Mount Unicorn,VIC,147.9896,-36.3386,mineral deposit,"Ag, Mo, Cu",,"Silver, Molybdenum, Copper",Dart Mining NL,,Magmatic hydrothermal,Porphyry,Climax-type porphyry molybdenum,"Lachlan Orogen, Tabberabbera Zone",,,,"Central NSW - Omeo Province,Lachlan Orogen,Tasman Element"
550699,Mount Alexander Magnetite,,WA,115.5199,-22.6797,mineral deposit,Fe,,Iron,Zenith Minerals Limited,,,,,Pilbara Craton,Warakurna Large Igneous Province,,,"Gascoyne Province,West Australian Element"
550749,Mount Ida (Juno Minerals),,WA,120.4139,-29.2188,mineral deposit,FeOre,Fe,"Iron ore, (Iron)","Juno Minerals Ltd, Jupiter Mines Ltd",,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
550778,Blacksmith,"Anvil, Eagle, Pilbara",WA,117.4462,-22.1176,mineral deposit,FeOre,Fe,"Iron ore, (Iron)",Red Hawk Mining Limited,,,,,Pilbara Craton,Warakurna Large Igneous Province,,"Fortescue Basin,Hamersley Basin","Pilbara Craton,West Australian Element"
597055,Gruyere,Yamarna Project,WA,123.8452,-27.9844,operating mine,Au,,Gold,"Gold Fields Limited, Gold Road Resources Limited",Archean,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,Yamarna Terrane,,,,"West Australian Element,Yilgarn Craton"
597061,Yarraloola Iron_Robe Mesa (Coziron),,WA,116.0116,-21.7619,mineral deposit,"FeOre, Al2O3","Fe, Sic","Iron ore, (Iron, Alumina, Silica)",CZR Resources Ltd,,,,,,Warakurna Large Igneous Province,,"Ashburton Basin,Fortescue Basin,Hamersley Basin,Robe Paleovalley","Gascoyne Province,Pilbara Craton,West Australian Element"
597090,Urquhart Bauxite,,QLD,141.8,-12.735,mineral deposit,Bx,Al2O3,"Bauxite, (Alumina)","Ozore Pty Ltd, Metallica Minerals Limited",,Supergene,Laterite,Bauxite,Savannah Province,,,"Carpentaria Basin,Karumba Basin",North Australian Element
597299,Rock Face,,NT,136.25,-22.685,mineral deposit,Cu,"Au, Ag","Copper, (Gold, Silver)",KGL Resources Limited,Paleoproterozoic,,,,,Kalkarindji Igneous Province,,,"Aileron Province,Arunta Orogen,North Australian Element"
597577,East Kundana Project,,WA,121.23,-30.72,operating mine,Au,,Gold,"Rand Mining Limited, Tribune Resources Limited, Evolution Mining Limited",Archean,,,,,,Kambalda Nickel Metallogenic Province,Roe Paleovalley,"West Australian Element,Yilgarn Craton"
597585,Blue Manna,Carosue Dam Project,WA,122.3444,-30.0712,mineral deposit,Au,,Gold,Saracen Mineral Holdings Limited,Archean,,,,,,,Rebecca Paleovalley,"West Australian Element,Yilgarn Craton"
597588,Mangilla,Thunderbox Project,WA,121.0164,-28.113,historic mine,Au,,Gold,Saracen Mineral Holdings Limited,Archean,,,,,,,,"West Australian Element,Yilgarn Craton"
597590,Carosue Dam,,WA,122.35,-30.12,operating mine,Au,,Gold,Saracen Mineral Holdings Limited,Archean,Magmatic hydrothermal,Intrusion-related,Reduced intrusion-related gold,Kurnalpi Terrane,,,,"West Australian Element,Yilgarn Craton"
597608,Edna May,,WA,118.6998,-31.2912,operating mine,Au,,Gold,Ramelius Resources Limited,Archean,Metamorphic hydrothermal,Orogenic,Hypozonal orogenic gold,"Yilgarn Craton, Southern Cross Domain (Youanmi Terrane)",,,Deborah Paleovalley,"West Australian Element,Yilgarn Craton"
597610,Mossbecker,Kathleen Valley Project,WA,120.5725,-27.525,mineral deposit,Au,,Gold,Ramelius Resources Limited,Archean,,,,,,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
597643,Shiraz,Gidgee Project,WA,119.4612,-27.1271,historic mine,Au,,Gold,"Horizon Gold Limited, Panoramic Resources Limited",Archean,,,,,,,,"West Australian Element,Yilgarn Craton"
597648,Malcolm Challenger,Murrin Murrin Project,WA,121.815,-28.9041,historic mine,Au,,Gold,Zeta Resources Limited,Archean,,,,,,,,"West Australian Element,Yilgarn Craton"
597668,Castle Hill Stage 3,,WA,121.033,-30.6214,under development,Au,,Gold,Evolution Mining Limited,Archean,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
597670,Young Australian,Mulline Project,WA,120.5165,-29.8198,historic mine,Au,,Gold,Swan Gold Mining Limited,Archean,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
597672,Timoni Group,Mount Ida Project,WA,120.4628,-29.0983,historic mine,Au,,Gold,Ora Banda Mining Ltd,Archean,,,,,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
597769,Gunnedah Project,"BLOCK 7, CCL701, EL5183, ML1624, Sunnyside",NSW,150.1545,-31.0182,mineral deposit,Cbl,,Coal - black,Whitehaven Coal Limited,,,,,Gunnedah Basin,,,Gunnedah Basin,"Eastern Province,Lachlan Orogen,Tasman Element"
597774,Dawson West,,QLD,149.4956,-24.8689,mineral deposit,Cbl,,Coal - black,CMR Coal Queensland,,,,,Bowen Basin,,,Bowen Basin,"Anakie Province,Tasman Element,Thomson Orogen"
597778,Blackall (EPC 1399),,QLD,145.3503,-24.6038,mineral deposit,Cbl,,Coal - black,East Energy Resources Limited,,,,,Eromanga Basin,,,"Adavale Basin,Eromanga Basin,Galilee Basin","Tasman Element,Thomson Orogen"
597779,Blackall (EPC 1398),,QLD,145.4598,-25.196,mineral deposit,Cbl,,Coal - black,East Energy Resources Limited,,,,,Eromanga Basin,,,"Adavale Basin,Eromanga Basin,Galilee Basin","Tasman Element,Thomson Orogen"
598018,Lake Mackay South,,WA,128.8,-22.6,mineral deposit,"K, K2O, K2SO4",,"Potassium, Potash, Potassium sulfate","Toro Energy Limited, Rum Jungle Resources Limited",,,,,,,,Mackay (Wilkinkarra) Paleovalley,"Aileron Province,Arunta Orogen,North Australian Element"
641091,Carnegie,,WA,122.8688,-26.206,mineral deposit,"K, K2O, K2SO4",,"Potassium, Potash, Potassium sulfate",,,,,,,Warakurna Large Igneous Province,,"Carnegie Paleovalley,Earaheedy Basin","West Australian Element,Yilgarn Craton"
335482,Referee,"2, 3, Referee 1, Referee Extended, Referee Extended 1, Referee West, Ruth, South",QLD,139.8492,-20.3126,historic mine,"Cu, Ag, Au",,"Copper, Silver, Gold",,Proterozoic,,,,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",,,,"Kalkadoon-Leichhardt Domain,Mount Isa Orogen,North Australian Element"
335682,Evelyn Mine,,NT,132.119,-13.6455,mineral deposit,"Zn, Ag, Pb, Au, Cd",,"Zinc, Silver, Lead, Gold, Cadmium",,Proterozoic,Magmatic hydrothermal,Skarn,Skarn zinc-lead-silver,Pine Creek Orogen,,,,"North Australian Element,Pine Creek Orogen"
335768,Dinkum Digger,,QLD,140.0872,-19.8376,historic mine,"Cu, Au",,"Copper, Gold",,Proterozoic,,,,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",,,,"Mary Kathleen Domain,Mount Isa Orogen,North Australian Element"
334592,Tank Anomaly,"Aldiss Project, Tank/Atriedes",WA,122.5548,-31.0675,mineral deposit,Au,,Gold,,,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
335820,Ivena,Ivena North,QLD,139.3962,-19.4676,historic mine,Cu,,Copper,,Proterozoic,,,,"Mount Isa Orogen, Lawn Hill Platform",,,,"Mount Isa Orogen,Mount Oxide Domain,North Australian Element"
336058,Summer Hill,,QLD,149.7511,-26.0286,mineral deposit,Cbl,,Coal - black,,,,,,Surat Basin,,,"Bowen Basin,Surat Basin","Anakie Province,Tasman Element,Thomson Orogen"
533375,Browns North,,WA,122.2034,-31.039,mineral deposit,Au,,Gold,,,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
335171,Lachlan,,NSW,151.53,-32.9668,mineral deposit,Cbl,,Coal - black,,,,,,Sydney Basin,,,Sydney Basin,"Eastern Province,Lachlan Orogen,Tasman Element"
336014,Fine Gold Creek,"Groganville, Limestone Creek",QLD,144.4173,-16.4336,historic mine,Au,,Gold,,,,,,"Hodgkinson Gold Metallogenic Province, Hodgkinson Province",,,,"Hodgkinson Province,Mossman Orogen,Tasman Element"
334150,Redgate,,WA,115.0021,-34.0324,mineral deposit,"Ilm, Rt, Zrn, Mnz, Leu",,"Ilmenite, Rutile, Zircon, Monazite, Leucoxene",,,,,,,,,,"Leeuwin Province,Pinjarra Element,Pinjarra Orogen"
335730,Ajax Central,,VIC,144.1293,-37.3362,historic mine,Au,,Gold,,Paleozoic,,,,Lachlan Orogen,,,,"Bendigo Zone,Lachlan Orogen,Tasman Element"
335906,Nagoorin South,,QLD,151.3344,-24.4318,mineral deposit,Osh,,Oil shale,,,,,,,,,,"New England Orogen,Tasman Element,Yarrol Province"
336249,Williams River-Karua River,Ironstone Mountain,NSW,151.8678,-32.5286,mineral deposit,Fe,,Iron,,,,,,New England Orogen,,,,"Eastern Province,Lachlan Orogen,New England Orogen,Tamworth Province,Tasman Element"
557931,Cookernup,,WA,115.9144,-32.9868,mineral deposit,"Ilm, Zrn, Rt, Leu",,"Ilmenite, Zircon, Rutile, Leucoxene",,,Erosional,Placer,Heavy mineral sands,,,,,"Pinjarra Element,Yilgarn Craton"
334830,Beechworth,"Eldorado, Homeward Bound, Jimmys Creek, Wooragee",VIC,146.7,-36.3802,historic mine,"Au, Sn",,"Gold, Tin",,Cenozoic,,,,"Lachlan Orogen, Lachlan Orogen",,,,"Lachlan Orogen,Tabberabbera Zone,Tasman Element"
333292,Palmer River,"Maytown, Palmer",QLD,143.4665,-15.8771,historic mine,Au,,Gold,,Cenozoic,,,,"Coen Metallogenic Province, Etheridge Province",,,"Carpentaria Basin,Etheridge Province,Karumba Basin",North Australian Element
333469,Busselto-Vines V,,WA,115.3578,-33.6946,mineral deposit,"Ilm, Zrn, Leu, Rt",,"Ilmenite, Zircon, Leucoxene, Rutile",,,,,,,,,"Bunbury Trough,Perth Basin","Pinjarra Element,Pinjarra Orogen"
455565,South Rosie Creek,,NT,135.7747,-15.6506,mineral deposit,Mn,,Manganese,,,,,,McArthur Basin,,,McArthur Basin,North Australian Element
334420,Bullfinch Operations,,WA,119.1226,-30.9768,historic mine,Au,,Gold,,,Metamorphic hydrothermal,Orogenic,Mesozonal orogenic gold,"Yilgarn Craton, Southern Cross Domain (Youanmi Terrane)",,Forrestania Nickel Metallogenic Province,Deborah Paleovalley,"West Australian Element,Yilgarn Craton"
455546,Far Northern,,SA,137.1795,-31.5726,historic mine,Mn,,Manganese,,,,,,Gawler Craton,,,Cariewerloo Basin,"Gawler Craton,South Australian Element"
335011,Woodcutters,,NT,131.1124,-12.9681,historic mine,"Pb, Cu, Sb, Ag, Cd, Zn",,"Lead, Copper, Antimony, Silver, Cadmium, Zinc",,Proterozoic,Metamorphic hydrothermal,Orogenic,Orogenic silver-lead-zinc-copper-antimony,Pine Creek Orogen,,,,"North Australian Element,Pine Creek Orogen"
335053,South Hercules,Rosebery,TAS,145.5144,-41.85,mineral deposit,"Au, Zn, Ag, Pb, Cu",,"Gold, Zinc, Silver, Lead, Copper",,Paleozoic,Volcanic basin hydrothermal,Volcanogenic massive sulfide (VMS),Bimodal felsic VMS,Delamerian Orogen,,,Thylacine Province,"Delamerian Orogen,Tasman Element"
335279,Babbling Brooke Hill,,QLD,138.462,-18.6911,mineral deposit,P,"Phos, P2O5","Phosphorus, (Phosphate, Phosphorus oxide)",,,Basin chemical,Phosphorite,Phosphorite,Georgina Basin,,,"Georgina Basin,South Nicholson Basin","Camooweal-Murphy Domain,Mount Isa Orogen,North Australian Element"
896583,Imperial,,Western Australia,121.9354,-30.8922,mineral deposit,Au,,Gold,,,,,,,,,,"West Australian Element,Yilgarn Craton"
336055,Canoona,,QLD,150.2659,-23.0797,mineral deposit,"Ni, Co",,"Nickel, Cobalt",,Cenozoic,,,,New England Orogen,,,,"Marlborough Province,New England Orogen,Tasman Element"
449189,Eastern Shear,,WA,122.1813,-21.1826,mineral deposit,Au,,Gold,,,,,,,Kalkarindji Igneous Province,,Yeneena Basin,"Central Australian Element,Paterson Orogen"
335410,Mount Leviathan,,QLD,140.5012,-20.7122,mineral deposit,Fe,,Iron,,,,,,Mount Isa Orogen,,,,"Canobie Domain,Mount Isa Orogen,North Australian Element"
333689,Mintabie,,SA,133.3002,-27.3221,operating mine,Opl,,Opal,,,,,,Officer Basin,,,Officer Basin,"Delamerian Orogen,South Australian Element"
334094,Secret,,QLD,139.9862,-20.8766,historic mine,Cu,,Copper,,Proterozoic,unknown,unknown,unknown,"Mount Isa Orogen, Kalkadoon-Leichhardt Belt",,,,"Mary Kathleen Domain,Mount Isa Orogen,North Australian Element"
527958,Prairie Downs_Spearhole,Prairie Downs Project,WA,119.271,-23.469,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",,,,,,Pilbara Craton,Warakurna Large Igneous Province,,Fortescue Basin,"Pilbara Craton,West Australian Element"
334017,Mount Ruby,,QLD,145.3192,-17.5591,mineral deposit,Fe,,Iron,,,,,,Mossman Orogen,,,,"Hodgkinson Province,Mossman Orogen,Tasman Element"
333979,New Golden King,New Golden Gate,TAS,147.917,-41.437,historic mine,Au,,Gold,,,,,,"Lachlan Orogen, Lachlan Orogen, Beaconsfield Metallogenic Province",,,,"Lachlan Orogen,Melbourne-Mathinna Zone,Tasman Element"
568966,"Kogan (Carbon Energy EPC867, 869, 1132)",,QLD,150.8,-27.2,mineral deposit,Cbl,,Coal - black,,,,,,Surat Basin,,,Surat Basin,"Connors-Auburn Province,New England Orogen,Tasman Element"
333295,Robe River,Pannawonica,WA,116.5,-21.7144,historic mine,Fe,,Iron,,Cenozoic,Infiltrational,Paleochannel,Paleochannel iron,Hamersley Basin,Warakurna Large Igneous Province,,Fortescue Basin,"Pilbara Craton,West Australian Element"
601254,Moe Swamp Deposits,,VIC,146.1787,-38.1685,mineral deposit,Cbr,,Coal - brown,,,,,,Gippsland Basin,,,"Gippsland Basin,Selwyn Province","Lachlan Orogen,Melbourne-Mathinna Zone,Tasman Element"
334336,Wadgingarra,,WA,116.8118,-28.3067,mineral deposit,"Au, Cu",,"Gold, Copper",,,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
334916,Honeymoon Well - (Laterite),,WA,120.379,-26.923,mineral deposit,"Ni, Co",,"Nickel, Cobalt",,Cenozoic,,,,"Yilgarn Craton, Eastern Goldfields Province",,Mount Keith Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
335742,Kingscliff,,NSW,153.6,-28.2468,historic mine,"Mnsd, Ilm, Mnz, Zrn, Rt",,"Mineral sands, Ilmenite, Monazite, Zircon, Rutile",,,,,,New England Orogen,,,,"Gympie Province,New England Orogen,Tasman Element"
336145,Eastern Creek,Newlands,QLD,148.0156,-21.2077,historic mine,Cbl,,Coal - black,,,,,,Bowen Basin,,,Bowen Basin,"Connors-Auburn Province,New England Orogen,Tasman Element"
335188,"Monarch, Shallamar",,TAS,147.9146,-40.9587,historic mine,Sn,,Tin,,,,,,Lachlan Orogen,,,,"Lachlan Orogen,Melbourne-Mathinna Zone,Tasman Element"
467791,Palace,,WA,121.2452,-30.539,historic mine,Au,,Gold,,,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,Roe Paleovalley,"West Australian Element,Yilgarn Craton"
333576,Armidale - Rockvale,,NSW,151.6667,-30.5135,historic mine,Au,,Gold,,,,,,New England Orogen,,,,"New England Orogen,Tasman Element,Woolomin Province"
333584,Horseshoe,,Western Australia,118.5664,-25.4519,mineral deposit,,,,,,,,,,Warakurna Large Igneous Province,,Bryah Basin,"West Australian Element,Yilgarn Craton"
334346,Tibooburra-Milparinka,Milparinka,NSW,141.9355,-29.7865,historic mine,Au,,Gold,,,,,,Wonominta Block,,,"Eromanga Basin,Lake Eyre Basin","Tasman Element,Thomson Orogen"
364820,Newhaven,Phillips Find Project,WA,120.966,-30.6129,historic mine,Au,,Gold,Barra Resources Limited,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
364822,Bacchus Gift,Phillips Find Project,WA,120.9638,-30.6103,historic mine,Au,,Gold,Barra Resources Limited,Archean,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
407951,Pardoo-Ridley (Atlas Iron),"Alice, Bobby, Bobby Trend, Connie, Olivia, South Limb",WA,119.118,-20.256,mineral deposit,FeOre,Fe,"Iron ore, (Iron)",Atlas Iron Ltd,,Volcanic basin hydrothermal,Volcanogenic,Algoma-type banded iron formation,Pilbara Craton,,,,"Pilbara Craton,West Australian Element"
407953,Wilgerup North,,SA,135.858,-33.748,mineral deposit,FeOre,Fe,"Iron ore, (Iron)",GFG Alliance,,,,,Gawler Craton,,,Eucla Basin,"Gawler Craton,South Australian Element"
407955,Balmoral Southern Block (Australasian Resources Ltd),"Balmoral Southern Block, Susan Palmer",WA,116.123,-21.1444,mineral deposit,"FeOre, Fe",,"Iron ore, Iron",Australasian Resources Ltd,,,,,Pilbara Craton,Warakurna Large Igneous Province,,"Fortescue Basin,Hamersley Basin",West Australian Element
407981,The Dam,"Dam, Temora Project",NSW,147.4701,-34.3265,mineral deposit,"Cu, Au",Mo,"Copper, Gold, (Molybdenum)",Sandfire Resources NL,Paleozoic,Magmatic hydrothermal,Porphyry,Porphyry copper ± gold,Lachlan Orogen,,,,"Central NSW - Omeo Province,Lachlan Orogen,Tasman Element"
408249,Bird in Hand,,SA,138.9079,-34.9572,historic mine,Au,,Gold,Terramin Australia Limited,Proterozoic,,,,Delamerian Orogen,,,,"Delamerian Orogen,South Australian Element"
408370,Gambia-Camelia (Kalpini),Kalpini Project,WA,121.9475,-30.4069,historic mine,Au,,Gold,Horizon Minerals Ltd.,Archean,,,,Yilgarn Craton,,,,"West Australian Element,Yilgarn Craton"
408372,Wombola Pit,Mount Monger Project,WA,121.8317,-30.9987,operating mine,Au,,Gold,Black Cat Syndicate ltd,Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
408446,Duplex Hill South,,WA,121.7855,-31.0053,mineral deposit,Au,,Gold,Australian Mines Ltd,,,,,Yilgarn Craton,,Kambalda Nickel Metallogenic Province,,"West Australian Element,Yilgarn Craton"
408448,Sinclair,,WA,120.8645,-28.3665,mineral deposit,"Cu, Ni",,"Copper, Nickel","Haddington Resources Ltd, Jubilee Mines NL, Xstrata plc",Archean,,,,"Yilgarn Craton, Eastern Goldfields Province",,Mount Keith Nickel Metallogenic Province,Raeside Paleovalley,"West Australian Element,Yilgarn Craton"
408589,Crocker Well,,SA,139.813,-32.02,mineral deposit,"U, U3O8",,"Uranium, Uranium oxide",PepinNini Minerals Limited,Proterozoic,,,,Curnamona Province,,,,"Curnamona Province,South Australian Element"
408595,Armchair-Streitberg,Goulds Dam,SA,139.3659,-30.2021,mineral deposit,"U, U3O8",,"Uranium, Uranium oxide",Marathon Resources Ltd.,Proterozoic,,,,Curnamona Province,,,,"Curnamona Province,South Australian Element"
408597,Yuinmery,,WA,119.1,-28.564,mineral deposit,"U, Cu, Au, Ag, U3O8",,"Uranium, Copper, Gold, Silver, Uranium oxide",Empire Resources Limited,Cenozoic,,,,,,,Raeside Paleovalley,"West Australian Element,Yilgarn Craton"
408598,Thatcher Soak,,WA,123.579,-28.025,mineral deposit,"U, U3O8",,"Uranium, Uranium oxide","Eleckra Mines Limited, Magnis Resources Ltd",Proterozoic,,,,,,,Wells Paleovalley,"West Australian Element,Yilgarn Craton"
408599,Lake Mason,,WA,119.3798,-27.7791,mineral deposit,U,U3O8,"Uranium, (Uranium oxide)",Energy Metals Limited,Cenozoic,,,,,,,Raeside Paleovalley,"West Australian Element,Yilgarn Craton"
408600,Nowthanna,,WA,118.67,-27.07,mineral deposit,"U, U3O8",,"Uranium, Uranium oxide",Toro Energy Limited,Cenozoic,,,,,,,,"West Australian Element,Yilgarn Craton"
408601,Centipede and Millipede,,WA,120.359,-26.58,mineral deposit,"U, V","U3O8, V2O5","Uranium, (Uranium oxide, Vanadium, Vanadium pentoxide)",Toro Energy Limited,Cenozoic,,,,,,,Carey Paleovalley,"West Australian Element,Yilgarn Craton"
408607,Cadia East,Cadia Valley,NSW,149.0123,-33.465,operating mine,"Cu, Au","Mo, Ag","Copper, Gold, (Molybdenum, Silver)",Newcrest Mining Limited,Paleozoic,,,,Lachlan Orogen,,,,"Eastern Province,Lachlan Orogen,Tasman Element"
408634,Prospect Claim,Union Reefs Project,NT,131.7852,-13.7073,mineral deposit,Au,,Gold,"Newmarket Gold Inc, Crocodile Gold Corporation",Paleoproterozoic,,,,Pine Creek Orogen,,,,"North Australian Element,Pine Creek Orogen"
428943,Ivy Ann,Roseby Project,QLD,140.2881,-20.4221,historic mine,"Cu, Au",,"Copper, Gold",Altona Mining Limited,Proterozoic,,,,Mount Isa Orogen,,,,"Canobie Domain,Mount Isa Orogen,North Australian Element"
429012,Mount Victoria (U),,SA,139.8333,-31.9333,mineral deposit,"U, U3O8",,"Uranium, Uranium oxide",PepinNini Minerals Limited,,,,,Curnamona Province,,,,"Curnamona Province,South Australian Element"
429091,Bickham,,NSW,150.918,-31.844,mineral deposit,Cbl,,Coal - black,Bickham Coal Company,,,,,Sydney Basin,,,Gunnedah Basin,"Eastern Province,Lachlan Orogen,New England Orogen,Tamworth Province,Tasman Element"
